rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Rakesh Adiga,1986-07-07,1986-01-01T00:00:00+02:00,{Actor|Rakesh_Adiga__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rakesh_Adiga__1},['actor'],True,False,,
Rashami Desai,1986-08-04,1986-01-01T00:00:00+02:00,{Actor|Rashami_Desai__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rashami_Desai__1},['actor'],True,False,,
Ravish Desai,1986-11-22,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Ravish_Desai__1|Ravish_Desai__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Ravish_Desai__1|http://dbpedia.org/resource/Ravish_Desai__2},['actor'],True,False,,
Reece Ritchie,1986-07-23,1986-01-01T00:00:00+02:00,{Actor|Reece_Ritchie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reece_Ritchie__1},['actor'],True,False,,
Petra Cicvarić,1986-03-29,1986-01-01T00:00:00+02:00,{Actor|Petra_Cicvari%C4%87__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Petra_Cicvari%C4%87__1},['actor'],True,False,,
Phakin Khamwilaisak,1986-08-29,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Poorni,1986-09-04,1986-01-01T00:00:00+02:00,{Actor|VJ (media personality)|Software engineer|Poorni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/VJ_(media_personality)|http://dbpedia.org/resource/Software_engineer|http://dbpedia.org/resource/Poorni__1},['actor'],True,False,,
Prateik Babbar,1986-11-28,1986-01-01T00:00:00+02:00,{Actor|Prateik_Babbar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Prateik_Babbar__1},['actor'],True,False,,
Preethi Kamala,1986-02-21,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Preethi_Kamala__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Preethi_Kamala__1},['actor'],True,False,,
Preston Wamsley,1986-04-29,1986-01-01T00:00:00+02:00,{Actor|Preston_Wamsley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Preston_Wamsley__1},['actor'],True,False,,
Prince Stefan (actor),{1986-02-13|1989-02-13},{1986-01-01T00:00:00+02:00|1989-01-01T00:00:00+02:00},{Actor|Prince_Stefan_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Prince_Stefan_(actor)__1},"['actor', 'prince']",True,False,,
Priya Anand,{1986-09-17|--09-17},{0017-01-01T00:00:00+02:00|1986-01-01T00:00:00+02:00},{Actor|Model (profession)|Priya_Anand__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Priya_Anand__1},['actor'],True,False,,
Priya Badlani,1986-01-27,1986-01-01T00:00:00+02:00,{Actor|Priya_Badlani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Priya_Badlani__1},['actor'],True,False,,
Aleena (actress),1986-01-01T00:00:00+02:00,1986-01-01T00:00:00+02:00,{Dance|Actor|Aleena_(actress)__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aleena_(actress)__1},['actor'],True,False,{2007-01-01T00:00:00+02:00|2007-09-17},
Alex Kew,1986-10-21,1986-01-01T00:00:00+02:00,{Actor|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,,
Alex Vincent Medina,1986-05-26,1986-01-01T00:00:00+02:00,{Actor|Alex_Vincent_Medina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alex_Vincent_Medina__1},['actor'],True,False,,
Alexander Becht,1986-01-08,1986-01-01T00:00:00+02:00,{Actor|Alexander_Becht__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alexander_Becht__1},['actor'],True,False,,
Alexandra Chando,1986-07-28,1986-01-01T00:00:00+02:00,{Actor|Alexandra_Chando__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alexandra_Chando__1},['actor'],True,False,,
Alexandra Daddario,1986-03-16,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Alexandra_Daddario__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Alexandra_Daddario__1},['actor'],True,False,,
Alexis Arts,1986-05-05,1986-01-01T00:00:00+02:00,{Dance|Actor|Escapology|Magic (illusion)|Creative_director_(theatre)|Alexis_Arts__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Escapology|http://dbpedia.org/resource/Magic_(illusion)|http://dbpedia.org/resource/Creative_director_(theatre)|http://dbpedia.org/resource/Alexis_Arts__1},['actor'],True,False,,
Alexz Johnson,1986-11-04,1986-01-01T00:00:00+02:00,{Actor|Musician|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,,
Ricky Norwood,1986-01-01T00:00:00+02:00,{1986-01-01T00:00:00+02:00|1988-01-01T00:00:00+02:00},{Actor|Ricky_Norwood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ricky_Norwood__1},['actor'],True,False,,
Ricky Ullman,1986-01-24,1986-01-01T00:00:00+02:00,{Actor|Musician|Ricky_Ullman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Ricky_Ullman__1},"['actor', 'musician']",True,False,,
Supanat Chalermchaichareonkij,1986-07-31,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Swati Bajpai,1986-05-24,1986-01-01T00:00:00+02:00,{Actor|Swati_Bajpai__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Swati_Bajpai__1},['actor'],True,False,,
Tahj Mowry,1986-05-17,1986-01-01T00:00:00+02:00,{Actor|Singing|Tahj_Mowry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Tahj_Mowry__1},"['actor', 'sing']",True,False,,
Tara D'Souza,1986-12-20,1986-01-01T00:00:00+02:00,{Actor|Tara_D'Souza__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tara_D'Souza__1},['actor'],True,False,,
Tejaswini Pandit,1986-05-23,1986-01-01T00:00:00+02:00,{Actor|Tejaswini_Pandit__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tejaswini_Pandit__1},['actor'],True,False,,
Teppei Koike,1986-01-05,1986-01-01T00:00:00+02:00,{Actor|Singer-songwriter|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Singing},"['actor', 'sing', 'songwriter']",True,False,,
Danny Young (actor),1986-11-07,1986-01-01T00:00:00+02:00,Danny_Young_(actor)__1,http://dbpedia.org/resource/Danny_Young_(actor)__1,['actor'],True,False,,
Darcy Bonser,1986-09-02,1986-01-01T00:00:00+02:00,{Actor|Darcy_Bonser__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darcy_Bonser__1},['actor'],True,False,,
Deance Wyatt,1986-07-19,1986-01-01T00:00:00+02:00,{Dance|Actor|Deance_Wyatt__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deance_Wyatt__1},['actor'],True,False,,
Deepthi Nambiar,1986-07-11,1986-01-01T00:00:00+02:00,{Actor|Deepthi_Nambiar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deepthi_Nambiar__1},['actor'],True,False,,
Giaa Manek,1986-02-18,1986-01-01T00:00:00+02:00,{Actor|Giaa_Manek__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Giaa_Manek__1},['actor'],True,False,,
Gillian Alexy,1986-03-13,1986-01-01T00:00:00+02:00,{Actor|Gillian_Alexy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gillian_Alexy__1},['actor'],True,False,,
Mohit Malhotra,1986-04-04,1986-01-01T00:00:00+02:00,{Actor|Mohit_Malhotra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mohit_Malhotra__1},['actor'],True,False,,
Momal Sheikh,1986-04-06,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Momal_Sheikh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Momal_Sheikh__1},['actor'],True,False,,
Monique Alfradique,1986-04-29,1986-01-01T00:00:00+02:00,{Actor|Monique_Alfradique__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Monique_Alfradique__1},['actor'],True,False,,
Moon Chae-won,1986-11-13,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Moon_Chae-won__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Moon_Chae-won__1},['actor'],True,False,,
Moses Stone,1986-10-19,1986-01-01T00:00:00+02:00,{Music artist (occupation)|Actor|Record producer},{http://dbpedia.org/resource/Music_artist_(occupation)|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer},['actor'],True,False,,
Mukul Harish,1986-06-13,1986-01-01T00:00:00+02:00,{Actor|Mukul_Harish__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mukul_Harish__1},['actor'],True,False,,
Nadeea,1986-09-02,1986-01-01T00:00:00+02:00,{Rapping|Actor|Singer-songwriter|Glamour photography},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Glamour_photography},"['actor', 'sing', 'songwriter']",True,False,,
Naga Chaitanya,1986-11-23,1986-01-01T00:00:00+02:00,{Actor|Naga_Chaitanya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Naga_Chaitanya__1},['actor'],True,False,,
Nan Zhang,1986-11-01,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Nan_Zhang__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Nan_Zhang__1},['actor'],True,False,,
Nanda Costa,1986-09-24,1986-01-01T00:00:00+02:00,{Actor|Nanda_Costa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nanda_Costa__1},['actor'],True,False,,
Natasha O'Keeffe,1986-12-01,1986-01-01T00:00:00+02:00,{Actor|Natasha_O'Keeffe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Natasha_O'Keeffe__1},['actor'],True,False,,
Nathalia Dill,1986-03-24,1986-01-01T00:00:00+02:00,{Actor|Nathalia_Dill__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nathalia_Dill__1},['actor'],True,False,,
Nathalie Lunghi,1986-08-26,1986-01-01T00:00:00+02:00,{Actor|Nathalie_Lunghi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nathalie_Lunghi__1},['actor'],True,False,,
Ben Rappaport,1986-03-23,1986-01-01T00:00:00+02:00,{Actor|Ben_Rappaport__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ben_Rappaport__1},['actor'],True,False,,
Ben Torgersen,1986-04-10,1986-01-01T00:00:00+02:00,{Actor|Ben_Torgersen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ben_Torgersen__1},['actor'],True,False,,
Björn Gustafsson,1986-02-19,1986-01-01T00:00:00+02:00,{Actor|Comedian|Bj%C3%B6rn_Gustafsson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Bj%C3%B6rn_Gustafsson__1},['actor'],True,False,,
BoA,{1986-11-05|1987-11-20},1987-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Record producer|Singing|Songwriter|Voice acting|Composer|Creative director},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Creative_director},"['actor', 'sing', 'songwriter']",True,False,,
Branden Nadon,1986-01-01T00:00:00+02:00,1986-01-01T00:00:00+02:00,{Actor|Branden_Nadon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Branden_Nadon__1},['actor'],True,False,,
Brenden Jefferson,1986-06-03,1986-01-01T00:00:00+02:00,{Actor|Songwriter|Brenden_Jefferson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Brenden_Jefferson__1},"['actor', 'songwriter']",True,False,,
Brendha Haddad,1986-04-20,1986-01-01T00:00:00+02:00,{Actor|Brendha_Haddad__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brendha_Haddad__1},['actor'],True,False,,
Briana Evigan,1986-10-23,1986-01-01T00:00:00+02:00,{Dance|Actor|Choreography|Singing|Briana_Evigan__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Briana_Evigan__1},"['actor', 'sing']",True,False,,
Bronson Pelletier,1986-12-31,1986-01-01T00:00:00+02:00,{Actor|Bronson_Pelletier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bronson_Pelletier__1},['actor'],True,False,,
Bruno Gissoni,1986-12-09,1986-01-01T00:00:00+02:00,{Actor|Bruno_Gissoni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bruno_Gissoni__1},['actor'],True,False,,
Bryan Forrest,1986-09-22,1986-01-01T00:00:00+02:00,{Actor|Bryan_Forrest__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bryan_Forrest__1},['actor'],True,False,,
Vanessa Zima,1986-12-17,1986-01-01T00:00:00+02:00,{Actor|Vanessa_Zima__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vanessa_Zima__1},['actor'],True,False,,
Victoria Atkin,1986-12-28,1986-01-01T00:00:00+02:00,{Actor|Victoria_Atkin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Victoria_Atkin__1},['actor'],True,False,,
A.J. Trauth,1986-09-14,1986-01-01T00:00:00+02:00,{Guitarist|Actor|Voice acting},{http://dbpedia.org/resource/Guitarist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting},['actor'],True,False,,
Jean Sarkozy,1986-09-01,1986-01-01T00:00:00+02:00,{Politician|Student|Jean_Sarkozy__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Student|http://dbpedia.org/resource/Jean_Sarkozy__1},['politician'],False,True,,
Jenna Coleman,1986-04-27,1986-01-01T00:00:00+02:00,{Actor|Jenna_Coleman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jenna_Coleman__1},['actor'],True,False,,
Jeon Boram,1986-03-22,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Jeon So-min,1986-04-07,1986-01-01T00:00:00+02:00,{Actor|Jeon_So-min__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeon_So-min__1},['actor'],True,False,,
Jeric T,1986-03-14,1986-01-01T00:00:00+02:00,{Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Jermaine Jones (singer),1986-11-03,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Jerry Yeo,1986-06-29,1986-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Jery Sandoval,1986-12-18,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Composer|Jery_Sandoval__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Jery_Sandoval__1},"['actor', 'sing']",True,False,,
Jessy Schram,1986-01-15,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Jessy_Schram__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Jessy_Schram__1},['actor'],True,False,,
Joanne Quintas,1986-01-01T00:00:00+02:00,{1976-01-01T00:00:00+02:00|1986-01-01T00:00:00+02:00},{Actor|Joanne_Quintas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joanne_Quintas__1},['actor'],True,False,,{Binibining Pilipinas 1995|Miss Tourism International 1997|Mrs. Philippines World 2003}
Ali Fazal,{1986-10-15|1987-01-02},{1986-01-01T00:00:00+02:00|1987-01-01T00:00:00+02:00},{Actor|Model (profession)|Ali_Fazal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Ali_Fazal__1},['actor'],True,False,,
Altaír Jarabo,1986-08-07,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Alta%C3%ADr_Jarabo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Alta%C3%ADr_Jarabo__1},['actor'],True,False,,
Amber Kuo,1986-02-19,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Amy Gumenick,1986-05-17,1986-01-01T00:00:00+02:00,{Actor|Amy_Gumenick__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Amy_Gumenick__1},['actor'],True,False,,
Ana Brenda Contreras,1986-12-24,1986-01-01T00:00:00+02:00,{Actor|Singing|Ana_Brenda_Contreras__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Ana_Brenda_Contreras__1},"['actor', 'sing']",True,False,,
Anchal Sabharwal,1986-08-29,1986-01-01T00:00:00+02:00,{Actor|Anchal_Sabharwal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anchal_Sabharwal__1},['actor'],True,False,,
Lee Qri,1986-12-12,1986-01-01T00:00:00+02:00,{Dance|Rapping|Korean pop idol|Actor|Model (profession)|Singing|Ulzzang},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Korean_pop_idol|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Ulzzang},"['actor', 'sing']",True,False,,
Lee Sungmin,1986-01-01,1986-01-01T00:00:00+02:00,{Dance|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,2012-05-23,
Lee You Cheong,1986-01-12,1986-01-01T00:00:00+02:00,{Dance|Actor|Lee_You_Cheong__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_You_Cheong__1},['actor'],True,False,,
Lena Kaur,1986-11-28,1986-01-01T00:00:00+02:00,{Actor|Lena_Kaur__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lena_Kaur__1},['actor'],True,False,,
Leonie Saint,1986-04-23,1986-01-01T00:00:00+02:00,{Actor|Presenter|Pornographic film actor|Leonie_Saint__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Pornographic_film_actor|http://dbpedia.org/resource/Leonie_Saint__1},['actor'],True,False,,
Linda Nordlund,1986-11-26,1986-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,,
Lisa Haydon,1986-06-17,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Fashion design|Lisa_Haydon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Fashion_design|http://dbpedia.org/resource/Lisa_Haydon__1},['actor'],True,False,,
Lisa Surihani,1986-03-23,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Television advertisement|Television presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Television_advertisement|http://dbpedia.org/resource/Television_presenter},['actor'],True,False,,
Faye Marsay,1986-12-30,1986-01-01T00:00:00+02:00,{Actor|Faye_Marsay__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Faye_Marsay__1},['actor'],True,False,,
Filip Berg,1986-10-02,1986-01-01T00:00:00+02:00,{Actor|Filip_Berg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Filip_Berg__1},['actor'],True,False,,
Masaya Nakamura (actor),1986-04-30,1986-01-01T00:00:00+02:00,{Actor|Masaya_Nakamura_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Masaya_Nakamura_(actor)__1},['actor'],True,False,,
Matt Bush (actor),1986-03-22,1986-01-01T00:00:00+02:00,Matt_Bush_(actor)__1,http://dbpedia.org/resource/Matt_Bush_(actor)__1,['actor'],True,False,,
Max Adler (actor),1986-01-17,1986-01-01T00:00:00+02:00,Max_Adler_(actor)__1,http://dbpedia.org/resource/Max_Adler_(actor)__1,['actor'],True,False,,
Maxene Magalona,1986-11-23,1986-01-01T00:00:00+02:00,{Actor|Maxene_Magalona__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maxene_Magalona__1},['actor'],True,False,,
Neide Van-Dúnem,1986-07-04,1986-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Neil Cicierega,{1986-08-23|1986-08-24},1986-01-01T00:00:00+02:00,{Filmmaking|Actor|Musician|Animator|Comedian|Puppeteer|Singing|Internet celebrity|Neil_Cicierega__1},{http://dbpedia.org/resource/Filmmaking|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Animator|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Puppeteer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Internet_celebrity|http://dbpedia.org/resource/Neil_Cicierega__1},"['actor', 'musician', 'sing']",True,False,,
Nicolas Woodman,1986-03-21,1986-01-01T00:00:00+02:00,{Actor|Nicolas_Woodman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nicolas_Woodman__1},['actor'],True,False,,
Nicole Fugere,1986-09-25,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Nicole_Fugere__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Nicole_Fugere__1},['actor'],True,False,,
No Min-woo,1986-05-29,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Nolan Gerard Funk,1986-07-28,1986-01-01T00:00:00+02:00,{Dance|Actor|Singing|Nolan_Gerard_Funk__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Nolan_Gerard_Funk__1},"['actor', 'sing']",True,False,,
Nusrat Imroz Tisha,1986-02-20,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Nusrat_Imroz_Tisha__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Nusrat_Imroz_Tisha__1},['actor'],True,False,,
Hiroki Uchi,1986-09-10,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Hiroya Matsumoto,1986-06-21,1986-01-01T00:00:00+02:00,{Actor|Hiroya_Matsumoto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hiroya_Matsumoto__1},['actor'],True,False,,
Hugo Becker (actor),{1986-05-13|1987-05-13},{1986-01-01T00:00:00+02:00|1987-01-01T00:00:00+02:00},Hugo_Becker_(actor)__1,http://dbpedia.org/resource/Hugo_Becker_(actor)__1,['actor'],True,False,,
Ian Harding,1986-09-13,1986-01-01T00:00:00+02:00,{Actor|Ian_Harding__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ian_Harding__1},['actor'],True,False,,
Ian Jazzi,1986-03-30,1986-01-01T00:00:00+02:00,{Rapping|Actor|Model (profession)|Entrepreneurship|Poet},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Poet},['actor'],True,False,,
Ice Prince,1986-10-30,1986-01-01T00:00:00+02:00,{Rapping|Music artist (occupation)|Actor|Singer-songwriter},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Music_artist_(occupation)|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Indrasish Roy,1986-11-15,1986-01-01T00:00:00+02:00,{Actor|Indrasish_Roy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Indrasish_Roy__1},['actor'],True,False,,
Charlie Clemmow,1986-07-31,1986-01-01T00:00:00+02:00,{Actor|Charlie_Clemmow__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charlie_Clemmow__1},['actor'],True,False,,
Charlyne Yi,1986-01-04,1986-01-01T00:00:00+02:00,{Actor|Musician|Writer|Comedian|Charlyne_Yi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Charlyne_Yi__1},"['actor', 'musician']",True,False,,
Chihiro Otsuka,1986-03-12,1986-01-01T00:00:00+02:00,{Actor|Chihiro_Otsuka__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chihiro_Otsuka__1},['actor'],True,False,,
Chloe Rose Lattanzi,1986-01-17,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Choi Yoon-young,1986-09-25,1986-01-01T00:00:00+02:00,{Actor|Choi_Yoon-young__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choi_Yoon-young__1},['actor'],True,False,,
Chris Cayzer,1986-12-29,1986-01-01T00:00:00+02:00,{Actor|Singing|VJing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/VJing},"['actor', 'sing']",True,False,,
