rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
Jean Coutu (actor),1925-03-31,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1999-11-01,,,,,,
Jean Rey (cyclist),1925-05-29,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1950-11-13,,,,,,
Jerry Tucker,1925-11-01,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jerry_Tucker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jerry_Tucker__1},,,,
Jim Clark (footballer),1925-03-25,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2013-08-17,,,,,,
Jim Conway (footballer),1925-06-14,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-12-28,,,,,,
Jim Jordan (basketball),1925-05-26,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1999-01-01T00:00:00+02:00,,,,,,
Jim Malone (footballer),1925-11-13,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jim Pearce (baseball),1925-06-09,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2005-07-17,,,,,,
Jimmy Baxter (footballer born 1925),1925-11-08,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-01-01T00:00:00+02:00,,,,,,
Jimmy Brown (footballer born 1925),1925-07-01,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2008-11-07,,,,,,
Jimmy Davidson (footballer born 1925),1925-11-08,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1996-01-24,,,,,,
Jimmy Thompson (actor),1925-10-30,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2005-04-21,,,,,,
Jimmy Walker (Scottish footballer),1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Allan Lawrence (politician),1925-11-08,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2008-09-06,,,,,,
Allan Miller (Australian footballer),1925-10-27,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alton Brown (baseball),1925-04-16,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alton Hardy Howard,1925-03-28,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2006-10-29,{Gospel|Howard Brothers Discount Stores|Business|Alton_Hardy_Howard__1|Alton_Hardy_Howard__2|Alton_Hardy_Howard__3},{http://dbpedia.org/resource/Gospel|http://dbpedia.org/resource/Howard_Brothers_Discount_Stores|http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Alton_Hardy_Howard__1|http://dbpedia.org/resource/Alton_Hardy_Howard__2|http://dbpedia.org/resource/Alton_Hardy_Howard__3},,,,
Américo González (pentathlete),1925-12-17,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Amparo Rivelles,1925-02-11,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2013-11-07,{Actor|Amparo_Rivelles__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Amparo_Rivelles__1},,,,
Andy Anderson (umpire),1925-08-18,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-10-15,{Umpire (baseball)|Andy_Anderson_(umpire)__1},{http://dbpedia.org/resource/Umpire_(baseball)|http://dbpedia.org/resource/Andy_Anderson_(umpire)__1},,,,
Andy McCall (footballer born 1925),1925-03-15,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Lee Van Cleef,1925-01-09,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1989-12-16,{Actor|Lee_Van_Cleef__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_Van_Cleef__1},,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
Len Graham (footballer),1925-10-17,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2007-09-30,,,,,,
Leo Ryan,1925-05-05,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1978-11-18,Politician,http://dbpedia.org/resource/Politician,,,,
Lewis Glucksman,1925-12-22,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2006-07-05,{Chief executive officer|Lewis_Glucksman__1},{http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Lewis_Glucksman__1},,,,
Lisa Kirk,1925-02-25,1925-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,1990-11-11,{Actor|Singing|Lisa_Kirk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Lisa_Kirk__1},,,,
Lonnie O. Aulds,1925-08-14,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1984-03-22,Business,http://dbpedia.org/resource/Business,,,,
Faye Dancer,1925-04-24,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2002-05-22,,,,,,
Forrest Compton,1925-09-16,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Forrest_Compton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Forrest_Compton__1},,,,
Françoise Bertin,1925-09-23,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Fran%C3%A7oise_Bertin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fran%C3%A7oise_Bertin__1},,,,
Francisco Rodrigues (Brazilian footballer),1925-06-27,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1988-10-30,,,,,,
Franco Ressel,1925-02-08,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1985-04-30,{Actor|Franco_Ressel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Franco_Ressel__1},,,,
Frank Coombs (footballer),1925-04-24,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-01-01T00:00:00+02:00,,,,,,
Frank Howard (politician),1925-04-26,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2011-03-15,,,,,,
Frank McCourt (footballer),1925-12-09,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Marty Robbins,1925-09-26,1925-01-01T00:00:00+02:00,"['actor', 'musician', 'songwriter']",True,False,False,False,Unknown,1982-12-08,{List of NASCAR drivers|Actor|Musician|Songwriter},{http://dbpedia.org/resource/List_of_NASCAR_drivers|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter},,,,
Mary Carey (baseball),1925-09-08,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1977-01-01,,,,,,
Matthew Beard (American actor),1925-01-01,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Influenza/Pneumonia,1981-01-08,{Actor|Child actor|Matthew_Beard_(American_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Matthew_Beard_(American_actor)__1},,{Stroke|Pneumonia},{http://dbpedia.org/resource/Stroke|http://dbpedia.org/resource/Pneumonia},
Maurice Foley (politician),1925-10-09,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2002-02-08,,,,,,
Merv Griffin,1925-07-06,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Cancer,2007-08-12,{Entertainment|Business magnate|List of talk show hosts|Merv_Griffin__1},{http://dbpedia.org/resource/Entertainment|http://dbpedia.org/resource/Business_magnate|http://dbpedia.org/resource/List_of_talk_show_hosts|http://dbpedia.org/resource/Merv_Griffin__1},,Prostate cancer,http://dbpedia.org/resource/Prostate_cancer,
Neil Pearson (footballer),1925-09-09,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Nicholas Selby,1925-09-13,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,{2010-09-14|2011-04-15},{Stage_and_television_actor|Nicholas_Selby__1},{http://dbpedia.org/resource/Stage_and_television_actor|http://dbpedia.org/resource/Nicholas_Selby__1},,,,
Nick Coleman,1925-02-23,1925-01-01T00:00:00+02:00,"['sing', 'politician']",False,True,False,False,Unknown,1981-03-05,{Advertising|Legislator},{http://dbpedia.org/resource/Advertising|http://dbpedia.org/resource/Legislator},,,,
Nick Nicholson (American football),1925-12-03,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2010-09-29,,,,,,
Norm McDonald (Australian footballer),1925-12-10,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2002-11-28,,,,,,
Norm Winningstad,1925-11-05,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2010-11-24,{Business|Norm_Winningstad__1},{http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Norm_Winningstad__1},,,,
Norman Christie (footballer born 1925),{1925-01-01T00:00:00+02:00|1925-09-01},1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,{2010-01-01T00:00:00+02:00|2010-10-06},,,,,,
Herman Sarkowsky,1925-06-09,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,{Horse breeding|National Basketball Association|Herman_Sarkowsky__1},{http://dbpedia.org/resource/Horse_breeding|http://dbpedia.org/resource/National_Basketball_Association|http://dbpedia.org/resource/Herman_Sarkowsky__1},,,,
Hideji Ōtaki,1925-06-06,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2012-10-02,{Actor|Hideji_%C5%8Ctaki__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hideji_%C5%8Ctaki__1},,,,
Howard Johnson (footballer),1925-07-17,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Hugo Miranda (cyclist),1925-12-06,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Ian Anderson (Manx politician),1925-06-16,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2005-01-11,,,,,,
Ian Ballinger,1925-10-21,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2008-12-24,,,,,,
Ian Robinson (Australian politician),{1925-03-25|1925-03-27},1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Ilyas Kashmiri (actor),1925-12-25,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2007-12-12,,,,,,
Chris Anderson (footballer),1925-08-30,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1986-05-27,,,,,,
Claude Taylor (transportation executive),1925-05-20,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,Claude_Taylor_(transportation_executive)__1,http://dbpedia.org/resource/Claude_Taylor_(transportation_executive)__1,,,,
Sam Jones (baseball),1925-12-14,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1971-11-05,,,,,,
Seán Walsh (politician),1925-04-03,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1989-12-26,,,,,,
A. Kimball Romney,1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Abigail McKern,1925-01-01T00:00:00+02:00,{1925-01-01T00:00:00+02:00|1955-01-01T00:00:00+02:00},['actor'],True,False,False,False,Unknown,,{Actor|Abigail_McKern__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Abigail_McKern__1},,,,
Cara Williams,1925-06-29,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Cara_Williams__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cara_Williams__1},,,,
Carlo Rossi (politician),1925-08-08,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1998-04-11,,,,,,
Carlos Velázquez (pentathlete),1925-07-14,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Charles Aidman,1925-01-21,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Cancer,1993-11-07,{Actor|Charles_Aidman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Aidman__1},,Cancer,http://dbpedia.org/resource/Cancer,
Charles Capps (politician),1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2009-01-01T00:00:00+02:00,,,,,,
Charles Davis (actor),1925-08-31,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-12-12,,,,,,
Wendell Erickson,1925-06-17,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Education|Veteran|Politician},{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Veteran|http://dbpedia.org/resource/Politician},,,,
Werner Roth (footballer born 1925),1925-07-25,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2011-03-25,,,,,,
William Clay Ford Sr.,1925-03-14,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Influenza/Pneumonia,2014-03-09,{Executive officer|Chairman|William_Clay_Ford_Sr.__1},"{http://dbpedia.org/resource/Executive_officer|http://dbpedia.org/resource/Chairman|http://dbpedia.org/resource/William_Clay_Ford,_Sr.__1}",,Pneumonia,http://dbpedia.org/resource/Pneumonia,
William Hudson (actor),1925-01-24,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1974-04-05,,,,,,
William Lucas (actor),1925-04-14,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
William Morris (minister),1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2013-01-01T00:00:00+02:00,,,,,,
Willie Cunningham (footballer born 1925),1925-02-22,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-11-27,,,,,,
Willie Jones (baseball),1925-08-16,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1983-10-18,,,,,,
Willie Telfer (footballer born 1925),1925-10-26,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Willie Williams (baseball),1925-05-25,,['athlete'],False,False,True,False,Unknown,2011-08-23,,,,,,
Colin Campbell Mitchell,1925-11-17,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1996-07-20,{Member of parliament|HALO Trust},{http://dbpedia.org/resource/Member_of_parliament|http://dbpedia.org/resource/HALO_Trust},,,,
Con Houlihan,1925-12-06,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2012-08-04,Sports journalism,http://dbpedia.org/resource/Sports_journalism,,,,
Cornell Borchers,1925-03-16,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Cornell_Borchers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cornell_Borchers__1},,,,
Dai Davies (rugby player born 1925),1925-05-02,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-09-25,,,,,,
John Nesbitt (Manitoba politician),1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1988-01-01T00:00:00+02:00,,,,,,
John Neville (actor),1925-05-02,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2011-11-19,{Actor|John_Neville_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Neville_(actor)__1},,Alzheimer's disease,http://dbpedia.org/resource/Alzheimer's_disease,
John P. Bauer,1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,John_P._Bauer__1,http://dbpedia.org/resource/John_P._Bauer__1,CEO and President of Basic Food International Inc,,,
John Stradling Thomas,1925-06-10,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1991-03-29,{Treasurer of the Household|Member of parliament|Lord of the Treasury|John_Stradling_Thomas__1},{http://dbpedia.org/resource/Treasurer_of_the_Household|http://dbpedia.org/resource/Member_of_parliament|http://dbpedia.org/resource/Lord_of_the_Treasury|http://dbpedia.org/resource/John_Stradling_Thomas__1},,,,
John Stratton (actor),1925-11-07,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1991-10-25,{Actor|John_Stratton_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Stratton_(actor)__1},,,,
John Taylor (Canadian football),1925-10-21,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2005-12-26,,,,,,
John Wells (politician),1925-03-30,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
John White (Ontario politician),1925-08-16,,['politician'],False,True,False,False,Unknown,1996-09-05,,,,,,
John William Goff (athlete),1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2009-01-01T00:00:00+02:00,,,,,,
John Wilton (Australian politician),1925-01-31,1925-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2002-10-13,,,,,,
Johnny Rutherford (baseball),1925-05-05,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
José María Prada,1925-03-31,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1978-08-13,{Actor|Jos%C3%A9_Mar%C3%ADa_Prada__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jos%C3%A9_Mar%C3%ADa_Prada__1},,,,
José Sazatornil,1925-08-13,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,Actor,http://dbpedia.org/resource/Actor,,,,
José Vergara (actor),1925-02-20,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1986-01-01T00:00:00+02:00,,,,,,
Karl Klug (footballer),1925-04-08,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Katherine MacGregor,1925-01-12,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Katherine_MacGregor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Katherine_MacGregor__1},,,,
Kay E. Kuter,1925-04-25,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2003-11-12,{Actor|Kay_E._Kuter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kay_E._Kuter__1},,,,
Kaye Ballard,1925-11-20,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,Kaye_Ballard__1,http://dbpedia.org/resource/Kaye_Ballard__1,,,,
Kees Brusse,1925-02-26,1925-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2013-12-09,{Actor|Film director|Kees_Brusse__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Kees_Brusse__1},,,,
Ken Tucker (footballer),1925-10-02,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2008-05-19,,,,,,
Kevin O'Shea (basketball),{1925-01-01T00:00:00+02:00|1925-07-10},1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-01-01T00:00:00+02:00,,,,,,
Åke Andersson (athlete),1925-09-02,1925-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2005-03-03,,,,,,
István Pásztor (cyclist),1926-01-02,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jack Breaux,1926-11-06,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1980-01-26,Business,http://dbpedia.org/resource/Business,,,,
Jack Curtis (voice actor),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1970-01-01T00:00:00+02:00,,,,,,
Jack Garner,1926-09-19,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2011-09-13,{Actor|Jack_Garner__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jack_Garner__1},,,,
Jack Grimes (actor),1926-04-01,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-03-10,,,,,,
Jack Heron (basketball),1926-07-28,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2012-01-10,,,,,,
Jack Hutchins (athlete),1926-06-08,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2008-04-08,,,,,,
Jack Nichols (basketball),1926-04-09,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1992-12-24,,,,,,
Jack Sheedy (Australian rules footballer),1926-09-28,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jackie Carr (footballer born 1926),1926-06-10,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jacques Hilling,1926-05-22,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1975-02-16,{Actor|Jacques_Hilling__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Hilling__1},,,,
Jacques Jouanneau,1926-10-03,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2011-07-19,{Actor|Jacques_Jouanneau__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Jouanneau__1},,,,
Elward Thomas Brady Jr.,1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2007-04-06,Business,http://dbpedia.org/resource/Business,,,,
Emmitt Douglas,1926-10-14,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1981-03-25,{Business|Civil and political rights|Emmitt_Douglas__1|Emmitt_Douglas__2},{http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Civil_and_political_rights|http://dbpedia.org/resource/Emmitt_Douglas__1|http://dbpedia.org/resource/Emmitt_Douglas__2},,,,
Eric Bishop,1926-01-30,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-04-01,{Sports journalism|Eric_Bishop__1},{http://dbpedia.org/resource/Sports_journalism|http://dbpedia.org/resource/Eric_Bishop__1},,,,
Eric Moore (footballer),1926-07-16,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,{2004-01-01T00:00:00+02:00|2004-08-05},,,,,,
Ernie Johnson (American football),1926-01-29,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2010-06-13,,,,,,
Thelma Keane,1926-03-15,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2008-05-23,{Business manager|Thelma_Keane__1},{http://dbpedia.org/resource/Business_manager|http://dbpedia.org/resource/Thelma_Keane__1},,,,
Thomas Austin Ballantine Jr.,1926-09-22,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1992-02-18,,,,,,
Thomas Dunne (Irish politician),1926-03-10,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1990-08-03,,,,,,
Thomas J. Fitzpatrick (Dublin politician),1926-07-29,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Thomas Stewart (footballer),1926-03-11,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Tião Macalé,1926-02-10,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1993-10-26,{Actor|Ti%C3%A3o_Macal%C3%A9__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ti%C3%A3o_Macal%C3%A9__1},,,,
Tim LaHaye,1926-04-27,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Minister (Christianity),http://dbpedia.org/resource/Minister_(Christianity),,,,
Timothy Bateson,1926-04-03,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-09-16,{Actor|Timothy_Bateson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Timothy_Bateson__1},,,,
Tita de Villa,{1926-01-01T00:00:00+02:00|1931-04-03},{1926-01-01T00:00:00+02:00|1931-01-01T00:00:00+02:00},['actor'],True,False,False,False,Unknown,2014-02-07,{Actor|Tita_de_Villa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tita_de_Villa__1},,,,
Tom Bradley (British politician),1926-04-13,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2002-09-09,,,,,,
Tom Kelleher (American football official),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2011-03-31,,,,,,
Luis de la Puente Uceda,1926-04-01,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1965-10-23,{Politician|Luis_de_la_Puente_Uceda__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Luis_de_la_Puente_Uceda__1},,,,
Lupe Gigliotti,1926-07-01,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2010-12-19,{Actor|Lupe_Gigliotti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lupe_Gigliotti__1},,,,
Glyn Houston,1926-10-23,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Glyn_Houston__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Glyn_Houston__1},,,,
Grace Montañez Davis,1926-11-24,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Haji Mastan,1926-03-01,1926-01-01T00:00:00+02:00,"['politician', 'business person']",False,True,False,True,Unknown,1994-01-01T00:00:00+02:00,{Smuggling|Filmmaking|Politician|Distribution (business)|Film producer|Haji_Mastan__1},{http://dbpedia.org/resource/Smuggling|http://dbpedia.org/resource/Filmmaking|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Distribution_(business)|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Haji_Mastan__1},,,,
Hannie van Leeuwen,1926-01-18,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Civil service|Bank},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Bank},,,,
Yevgeniy Yevstigneyev,1926-10-09,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1992-03-05,{Actor|Yevgeniy_Yevstigneyev__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yevgeniy_Yevstigneyev__1},,,,
Yngve Gamlin,1926-03-17,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1995-02-01,{Actor|Film director|Yngve_Gamlin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Yngve_Gamlin__1},,,,
Zara Nutley,1926-06-12,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Zara_Nutley__1|TV_Actor},{http://dbpedia.org/resource/Zara_Nutley__1|http://dbpedia.org/resource/TV_Actor},,,,
František Bartoš (motorcycle racer),1926-05-10,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Fred Cone (American football),1926-06-21,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Fred Miller (Australian politician),1926-01-04,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1992-05-01,,,,,,
