rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Emeel S. Betros,1931-08-29,1931-01-01T00:00:00+02:00,1980-03-10,{Lawyer|United States Assistant Attorney General|Politician|Emeel_S._Betros__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/United_States_Assistant_Attorney_General|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Emeel_S._Betros__1},['politician'],False,True,
Toby Robins,1931-03-13,1931-01-01T00:00:00+02:00,1986-03-21,{Actor|Toby_Robins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Toby_Robins__1},['actor'],True,False,
Lucia Bosè,1931-01-28,1931-01-01T00:00:00+02:00,,{Actor|Lucia_Bos%C3%A8__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lucia_Bos%C3%A8__1},['actor'],True,False,
Mala Powers,1931-12-20,1931-01-01T00:00:00+02:00,2007-06-11,{Actor|Mala_Powers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mala_Powers__1},['actor'],True,False,
Mamie Van Doren,1931-02-06,1931-01-01T00:00:00+02:00,,{Actor|Model (profession)|Singing|Nightclub|Mamie_Van_Doren__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Nightclub|http://dbpedia.org/resource/Mamie_Van_Doren__1},"['actor', 'sing']",True,False,
Glynn Edwards,1931-02-02,1931-01-01T00:00:00+02:00,,{Actor|Glynn_Edwards__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Glynn_Edwards__1},['actor'],True,False,
Hana Hegerová,1931-10-20,1931-01-01T00:00:00+02:00,,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Yoshiko Kuga,1931-01-21,1931-01-01T00:00:00+02:00,,{Actor|Yoshiko_Kuga__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yoshiko_Kuga__1},['actor'],True,False,
Freddy Quinn,1931-09-27,1931-01-01T00:00:00+02:00,,{Actor|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,
Frits Helmuth,1931-07-03,1931-01-01T00:00:00+02:00,2004-12-12,{Actor|Frits_Helmuth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Frits_Helmuth__1},['actor'],True,False,
Frits Korthals Altes,1931-05-15,1931-01-01T00:00:00+02:00,,{Lawyer|Jurist|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Jurist|http://dbpedia.org/resource/Politician},['politician'],False,True,
Patience Cleveland,1931-05-23,1931-01-01T00:00:00+02:00,2004-05-27,{Actor|Patience_Cleveland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Patience_Cleveland__1},['actor'],True,False,
Paul McDowell (actor),1931-08-15,1931-01-01T00:00:00+02:00,,{Actor|Paul_McDowell_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paul_McDowell_(actor)__1},['actor'],True,False,
Paula Kent Meehan,1931-08-09,1931-01-01T00:00:00+02:00,,{Actor|Model (profession)|Businessperson|Paula_Kent_Meehan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Paula_Kent_Meehan__1},['actor'],True,False,
Peggy Connelly,1931-09-25,1931-01-01T00:00:00+02:00,2007-06-11,{Actor|Singing|Peggy_Connelly__1|Peggy_Connelly__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Peggy_Connelly__1|http://dbpedia.org/resource/Peggy_Connelly__2},"['actor', 'sing']",True,False,
Della Reese,1931-07-06,1931-01-01T00:00:00+02:00,,{Game show|Actor|Singing|Ordination},{http://dbpedia.org/resource/Game_show|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Ordination},"['actor', 'sing']",True,False,
Denyse Alexander,1931-06-28,1931-01-01T00:00:00+02:00,,{Actor|Denyse_Alexander__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Denyse_Alexander__1},['actor'],True,False,
Dominic Chianese,1931-02-24,1931-01-01T00:00:00+02:00,,{Actor|Dominic_Chianese__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dominic_Chianese__1},['actor'],True,False,
Roelof Nelissen,1931-04-04,1931-01-01T00:00:00+02:00,,{Board of directors|Chief executive officer|Politician|Bank},{http://dbpedia.org/resource/Board_of_directors|http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Bank},['politician'],False,True,
Romeu Tuma,1931-10-04,1931-01-01T00:00:00+02:00,2010-10-26,{Police officer|Politician},{http://dbpedia.org/resource/Police_officer|http://dbpedia.org/resource/Politician},['politician'],False,True,
Ron Tomme,1931-10-24,1931-01-01T00:00:00+02:00,2005-01-29,{Actor|Ron_Tomme__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ron_Tomme__1},['actor'],True,False,
Ronnie Schell,1931-12-23,1931-01-01T00:00:00+02:00,,{Actor|Comedian|Voice acting|Ronnie_Schell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Ronnie_Schell__1},['actor'],True,False,
Rosa Rosal,1931-10-16,1931-01-01T00:00:00+02:00,,{Actor|Rosa_Rosal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rosa_Rosal__1},['actor'],True,False,
Rosa de Castilla,1931-05-30,1931-01-01T00:00:00+02:00,,{Music artist (occupation)|Actor},{http://dbpedia.org/resource/Music_artist_(occupation)|http://dbpedia.org/resource/Actor},['actor'],True,False,
Rubens de Falco,1931-10-19,1931-01-01T00:00:00+02:00,2008-02-22,{Actor|Rubens_de_Falco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rubens_de_Falco__1},['actor'],True,False,
Rut Rex,1931-07-15,1931-01-01T00:00:00+02:00,,{Actor|Rut_Rex__1|Rut_Rex__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rut_Rex__1|http://dbpedia.org/resource/Rut_Rex__2},['actor'],True,False,
Michael Lonsdale,1931-05-24,1931-01-01T00:00:00+02:00,,{Actor|Michael_Lonsdale__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Lonsdale__1},['actor'],True,False,
Michael Spice,1931-05-20,1931-01-01T00:00:00+02:00,1983-11-02,{Actor|Michael_Spice__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Spice__1},['actor'],True,False,
Mike Pratt (actor),1931-06-07,1931-01-01T00:00:00+02:00,1976-07-10,{Screenwriter|Songwriter|English people|Mike_Pratt_(actor)__1},{http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/English_people|http://dbpedia.org/resource/Mike_Pratt_(actor)__1},"['actor', 'songwriter']",True,False,
Milt Larsen,1931-04-09,1931-01-01T00:00:00+02:00,,{Actor|Entrepreneurship|Milt_Larsen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Milt_Larsen__1},['actor'],True,False,
Minoru Yada,1931-04-27,1931-01-01T00:00:00+02:00,,{Actor|Voice acting in Japan|Minoru_Yada__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Minoru_Yada__1},['actor'],True,False,
Tony Palomo,1931-06-13,1931-01-01T00:00:00+02:00,2013-02-01,{Historian|Columnist|Journalist|Politician|Academia|Tony_Palomo__1},{http://dbpedia.org/resource/Historian|http://dbpedia.org/resource/Columnist|http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Academia|http://dbpedia.org/resource/Tony_Palomo__1},['politician'],False,True,
Shammi (actress),1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,,{Actor|Shammi_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shammi_(actress)__1},['actor'],True,False,
Sheela Gautam,1931-11-15,1931-01-01T00:00:00+02:00,,{Politician|Businessperson},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Businessperson},['politician'],False,True,
Shinsuke Mikimoto,{1931-01-01T00:00:00+02:00|1931-05-22},1931-01-01T00:00:00+02:00,{2002-01-01T00:00:00+02:00|2002-08-05},{Actor|Shinsuke_Mikimoto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shinsuke_Mikimoto__1},['actor'],True,False,
Shintaro Katsu,1931-11-29,1931-01-01T00:00:00+02:00,1997-06-21,{Actor|Film director|Writer|Singing|Film producer|Shintaro_Katsu__1|Shintaro_Katsu__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Shintaro_Katsu__1|http://dbpedia.org/resource/Shintaro_Katsu__2},"['actor', 'sing']",True,False,
Shuhrat Abbosov,1931-01-16,1931-01-01T00:00:00+02:00,,{Actor|Film director|Screenwriter|Film producer|Shuhrat_Abbosov__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Shuhrat_Abbosov__1},['actor'],True,False,
Stephen Boyd,1931-07-04,1931-01-01T00:00:00+02:00,1977-06-02,{Actor|Stephen_Boyd__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stephen_Boyd__1},['actor'],True,False,
Stephen Dartnell,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,1995-01-01T00:00:00+02:00,{Actor|Stephen_Dartnell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stephen_Dartnell__1},['actor'],True,False,
Hans van Mierlo,1931-08-18,1931-01-01T00:00:00+02:00,2010-03-11,{Journalist|Politician},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician},['politician'],False,True,
Harold Lloyd Jr.,1931-01-25,1931-01-01T00:00:00+02:00,1971-06-09,{Actor|Singing|Harold_Lloyd_Jr.__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Harold_Lloyd_Jr.__1},"['actor', 'sing']",True,False,
Harry Baird (actor),1931-05-12,1931-01-01T00:00:00+02:00,2005-02-13,Harry_Baird_(actor)__1,http://dbpedia.org/resource/Harry_Baird_(actor)__1,['actor'],True,False,
Haya Harareet,1931-09-20,1931-01-01T00:00:00+02:00,,{Actor|Haya_Harareet__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Haya_Harareet__1},['actor'],True,False,
Heinrich Schweiger,1931-07-23,1931-01-01T00:00:00+02:00,2009-07-14,{Actor|Heinrich_Schweiger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Heinrich_Schweiger__1},['actor'],True,False,
Henk Vonhoff,1931-06-22,1931-01-01T00:00:00+02:00,2010-07-25,{Historian|Politician|Civil service|Professor|Teacher},{http://dbpedia.org/resource/Historian|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Professor|http://dbpedia.org/resource/Teacher},['politician'],False,True,
Henri Serre,1931-02-26,1931-01-01T00:00:00+02:00,,{Actor|Henri_Serre__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Henri_Serre__1},['actor'],True,False,
Kyōko Kagawa,{1931-01-01T00:00:00+02:00|1931-12-05},1931-01-01T00:00:00+02:00,,{Actor|Ky%C5%8Dko_Kagawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ky%C5%8Dko_Kagawa__1},['actor'],True,False,
Larry Keith,1931-03-04,1931-01-01T00:00:00+02:00,2010-07-17,{Actor|Larry_Keith__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Larry_Keith__1},['actor'],True,False,
Laura Devon,1931-05-23,1931-01-01T00:00:00+02:00,2007-07-19,{Actor|Model (profession)|Singing|Laura_Devon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Laura_Devon__1},"['actor', 'sing']",True,False,
Laurita Valenzuela,1931-02-18,1931-01-01T00:00:00+02:00,,{Actor|Model (profession)|Presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Presenter},['actor'],True,False,
Manolo Escobar,1931-10-19,1931-01-01T00:00:00+02:00,2013-10-24,{Actor|Presenter|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Marla Gibbs,1931-06-14,1931-01-01T00:00:00+02:00,,{Actor|Comedian|Singing|Marla_Gibbs__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Marla_Gibbs__1},"['actor', 'sing']",True,False,
James Earl Jones,1931-01-17,1931-01-01T00:00:00+02:00,,{Actor|James_Earl_Jones__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Earl_Jones__1},['actor'],True,False,
James Ellis (actor),1931-03-15,1931-01-01T00:00:00+02:00,2014-03-08,{Actor|James_Ellis_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Ellis_(actor)__1},['actor'],True,False,
James Fisher (president),1931-06-02,1931-01-01T00:00:00+02:00,,{Towson University|Chancellor (education)|James_Fisher_(president)__1},{http://dbpedia.org/resource/Towson_University|http://dbpedia.org/resource/Chancellor_(education)|http://dbpedia.org/resource/James_Fisher_(president)__1},['president'],False,True,
James Greene (actor),1931-05-19,1931-01-01T00:00:00+02:00,,{Actor|James_Greene_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Greene_(actor)__1},['actor'],True,False,
James Martin (Scottish actor),1931-03-12,1931-01-01T00:00:00+02:00,,{Actor|James_Martin_(Scottish_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Martin_(Scottish_actor)__1},['actor'],True,False,
Jan Holden,1931-05-09,1931-01-01T00:00:00+02:00,2005-10-11,{Actor|Jan_Holden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jan_Holden__1},['actor'],True,False,
Javier Solís,1931-09-01,1931-01-01T00:00:00+02:00,1966-04-19,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Jaye P. Morgan,1931-12-03,1931-01-01T00:00:00+02:00,,{Actor|Singing|Jaye_P._Morgan__1|Jaye_P._Morgan__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jaye_P._Morgan__1|http://dbpedia.org/resource/Jaye_P._Morgan__2},"['actor', 'sing']",True,False,
Dries van Agt,1931-02-02,1931-01-01T00:00:00+02:00,,{Author|Lawyer|Jurist|Politician|Civil service|Diplomat|Professor|Activism},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Jurist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Diplomat|http://dbpedia.org/resource/Professor|http://dbpedia.org/resource/Activism},['politician'],False,True,
Ed Gilbert,1931-06-29,1931-01-01T00:00:00+02:00,1999-05-08,{Actor|Voice acting|Ed_Gilbert__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Ed_Gilbert__1},['actor'],True,False,
Eila Roine,1931-11-26,1931-01-01T00:00:00+02:00,,{Actor|Eila_Roine__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eila_Roine__1},['actor'],True,False,
John Gabriel (actor),1931-05-25,1931-01-01T00:00:00+02:00,,John_Gabriel_(actor)__1,http://dbpedia.org/resource/John_Gabriel_(actor)__1,['actor'],True,False,
John Hollis,{1931-01-24|1931-11-12},1931-01-01T00:00:00+02:00,2005-10-18,{Actor|John_Hollis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Hollis__1},['actor'],True,False,
John Kerr (actor),1931-11-15,1931-01-01T00:00:00+02:00,2013-02-02,{Lawyer|Actor|John_Kerr_(actor)__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Kerr_(actor)__1},['actor'],True,False,
Joseph Triay,1931-10-05,1931-01-01T00:00:00+02:00,2012-07-03,{Barrister|Politician|Joseph_Triay__1|Joseph_Triay__2},{http://dbpedia.org/resource/Barrister|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Joseph_Triay__1|http://dbpedia.org/resource/Joseph_Triay__2},['politician'],False,True,
June Bland,1931-06-02,1931-01-01T00:00:00+02:00,,{Actor|June_Bland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/June_Bland__1},['actor'],True,False,
K. Natwar Singh,1931-05-16,1931-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Kaoru Yachigusa,1931-01-06,1931-01-01T00:00:00+02:00,,{Actor|Kaoru_Yachigusa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kaoru_Yachigusa__1},['actor'],True,False,
Ary Fernandes,1931-03-31,1931-01-01T00:00:00+02:00,2010-08-29,{Actor|Film director|Film producer|Ary_Fernandes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Ary_Fernandes__1},['actor'],True,False,
Barbara Darrow,1931-11-18,1931-01-01T00:00:00+02:00,,{Actor|Barbara_Darrow__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Darrow__1},['actor'],True,False,
Basavaraju Venkata Padmanabha Rao,1931-08-20,1931-01-01T00:00:00+02:00,2010-02-20,{Actor|Basavaraju_Venkata_Padmanabha_Rao__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Basavaraju_Venkata_Padmanabha_Rao__1},['actor'],True,False,
Angie Dickinson,1931-09-30,1931-01-01T00:00:00+02:00,,{Actor|Angie_Dickinson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angie_Dickinson__1},['actor'],True,False,
Anita Ekberg,1931-09-29,1931-01-01T00:00:00+02:00,,{Actor|Model (profession)|Anita_Ekberg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Anita_Ekberg__1},['actor'],True,False,
Anita Gutwell,1931-11-14,1931-01-01T00:00:00+02:00,,{Actor|Anita_Gutwell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anita_Gutwell__1},['actor'],True,False,
Annie Girardot,1931-10-25,1931-01-01T00:00:00+02:00,2011-02-28,{Actor|Annie_Girardot__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Annie_Girardot__1},['actor'],True,False,
Antony Booth,1931-10-09,1931-01-01T00:00:00+02:00,,{Actor|Antony_Booth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Antony_Booth__1},['actor'],True,False,
Anwar Hossain (actor),1931-12-06,1931-01-01T00:00:00+02:00,2013-09-13,{Actor|Anwar_Hossain_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anwar_Hossain_(actor)__1},['actor'],True,False,
P. K. Venukuttan Nair,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,2012-11-26,{Actor|P._K._Venukuttan_Nair__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/P._K._Venukuttan_Nair__1},['actor'],True,False,
Paddi Edwards,1931-12-09,1931-01-01T00:00:00+02:00,1999-10-18,{Actor|Paddi_Edwards__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paddi_Edwards__1},['actor'],True,False,
Pat Ashton,1931-02-28,1931-01-01T00:00:00+02:00,2013-06-23,{Actor|Pat_Ashton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pat_Ashton__1},['actor'],True,False,
Pat Conway,1931-01-09,1931-01-01T00:00:00+02:00,1981-04-24,{Actor|Pat_Conway__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pat_Conway__1},['actor'],True,False,
Pat Stanley,1931-04-12,1931-01-01T00:00:00+02:00,,{Actor|Singing|Pat_Stanley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Pat_Stanley__1},"['actor', 'sing']",True,False,
Rana Chandra Singh,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,2009-08-01,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Ranjan Wijeratne,1931-04-04,1931-01-01T00:00:00+02:00,1991-03-02,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Ray Dunbobbin,1931-03-31,1931-01-01T00:00:00+02:00,1998-01-01T00:00:00+02:00,{Actor|Ray_Dunbobbin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Dunbobbin__1},['actor'],True,False,
Read Morgan,1931-01-30,1931-01-01T00:00:00+02:00,,{Actor|Read_Morgan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Read_Morgan__1},['actor'],True,False,
Regis Philbin,1931-08-25,1931-01-01T00:00:00+02:00,,{Actor|Singing|Regis_Philbin__1|Regis_Philbin__2|Regis_Philbin__3|Regis_Philbin__4|Regis_Philbin__5},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Regis_Philbin__1|http://dbpedia.org/resource/Regis_Philbin__2|http://dbpedia.org/resource/Regis_Philbin__3|http://dbpedia.org/resource/Regis_Philbin__4|http://dbpedia.org/resource/Regis_Philbin__5},"['actor', 'sing']",True,False,
Peter Palmer (actor),1931-09-20,1931-01-01T00:00:00+02:00,,{Theatre|Peter_Palmer_(actor)__1},{http://dbpedia.org/resource/Theatre|http://dbpedia.org/resource/Peter_Palmer_(actor)__1},['actor'],True,False,
Peter Woodthorpe,1931-09-25,1931-01-01T00:00:00+02:00,2004-08-12,{Actor|Peter_Woodthorpe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Peter_Woodthorpe__1},['actor'],True,False,
Philip Gilbert,1931-03-29,1931-01-01T00:00:00+02:00,2004-01-06,{Actor|Philip_Gilbert__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Philip_Gilbert__1},['actor'],True,False,
Pierre Vernier (actor),1931-05-25,1931-01-01T00:00:00+02:00,,{Actor|Pierre_Vernier_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pierre_Vernier_(actor)__1},['actor'],True,False,
Prabhakar Panshikar,{1931-01-01T00:00:00+02:00|1931-03-14},1931-01-01T00:00:00+02:00,2011-01-13,{Actor|Screenwriter|Film producer|Prabhakar_Panshikar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Prabhakar_Panshikar__1},['actor'],True,False,
Preben Uglebjerg,1931-01-16,1931-01-01T00:00:00+02:00,1968-05-31,{Actor|Preben_Uglebjerg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Preben_Uglebjerg__1},['actor'],True,False,
Alethea Charlton,1931-08-09,1931-01-01T00:00:00+02:00,1976-05-06,{Actor|Alethea_Charlton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alethea_Charlton__1},['actor'],True,False,
Robert Ito,1931-07-02,1931-01-01T00:00:00+02:00,,{Actor|Robert_Ito__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Ito__1},['actor'],True,False,
Robert Methuen 7th Baron Methuen,1931-07-22,1931-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Robert Morse,1931-05-18,1931-01-01T00:00:00+02:00,,{Actor|Robert_Morse__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Morse__1},['actor'],True,False,
Robert Ridgely,1931-12-24,1931-01-01T00:00:00+02:00,1997-02-08,{Actor|Robert_Ridgely__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Ridgely__1},['actor'],True,False,
Robert Stephens,1931-07-14,1931-01-01T00:00:00+02:00,1995-11-12,{Actor|Robert_Stephens__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Stephens__1},['actor'],True,False,
Sukarno M. Noor,1931-09-13,1931-01-01T00:00:00+02:00,1986-07-26,{Actor|Film producer|Sukarno_M._Noor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Sukarno_M._Noor__1},['actor'],True,False,
Takanobu Hozumi,1931-07-20,1931-01-01T00:00:00+02:00,,{Actor|Voice acting in Japan|Takanobu_Hozumi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Takanobu_Hozumi__1},['actor'],True,False,
Takeshi Kusaka,1931-02-24,1931-01-01T00:00:00+02:00,,{Actor|Voice acting|Takeshi_Kusaka__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Takeshi_Kusaka__1},['actor'],True,False,
Tasos Giannopoulos,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,1977-11-08,{Actor|Tasos_Giannopoulos__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tasos_Giannopoulos__1},['actor'],True,False,
Evald Schorm,1931-12-15,1931-01-01T00:00:00+02:00,1988-12-14,{Actor|Film director|Screenwriter|Evald_Schorm__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Evald_Schorm__1},['actor'],True,False,
Darla Hood,1931-11-08,1931-01-01T00:00:00+02:00,1979-06-13,{Actor|Singing|Child actor|Darla_Hood__1|Darla_Hood__2|Darla_Hood__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Darla_Hood__1|http://dbpedia.org/resource/Darla_Hood__2|http://dbpedia.org/resource/Darla_Hood__3},"['actor', 'sing']",True,False,
Darryl Hickman,1931-07-28,1931-01-01T00:00:00+02:00,,{Actor|Darryl_Hickman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darryl_Hickman__1},['actor'],True,False,
David Swift (actor),1931-04-03,1931-01-01T00:00:00+02:00,,{Actor|David_Swift_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Swift_(actor)__1},['actor'],True,False,
Dean Jones (actor),1931-01-25,1931-01-01T00:00:00+02:00,,Dean_Jones_(actor)__1,http://dbpedia.org/resource/Dean_Jones_(actor)__1,['actor'],True,False,
George Baker (actor),1931-04-01,1931-01-01T00:00:00+02:00,{2011-10-04|2011-10-07},George_Baker_(actor)__1,http://dbpedia.org/resource/George_Baker_(actor)__1,['actor'],True,False,
