rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Pete Friesen,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Musician|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,False,,,,,
Peter Allen (Alderney politician),1965-07-03,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Peter Chandler (politician),1965-07-18,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Peter Duncan (British politician),1965-07-10,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Dhananjay Singh,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Dhananjay_Singh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dhananjay_Singh__1},"['actor', 'sing']",True,False,False,,,,,
Diane Lane,1965-01-22,1965-01-01T00:00:00+02:00,{Actor|Diane_Lane__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Diane_Lane__1},['actor'],True,False,False,,,,,
Dilip Joshi,{1965-05-26|1970-05-26},{1965-01-01T00:00:00+02:00|1970-01-01T00:00:00+02:00},{Actor|Dilip_Joshi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dilip_Joshi__1},['actor'],True,False,False,,,,,
Dina Spybey,1965-08-29,1965-01-01T00:00:00+02:00,{Actor|Dina_Spybey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dina_Spybey__1},['actor'],True,False,False,,,,,
Dina Talaat,1965-03-27,1965-01-01T00:00:00+02:00,{Actor|Belly dance|Dina_Talaat__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Belly_dance|http://dbpedia.org/resource/Dina_Talaat__1},['actor'],True,False,False,,,,,
Dominique Davalos,{1965-11-05|1965-01-01T00:00:00+02:00},1965-01-01T00:00:00+02:00,{Rock music|Actor|Dominique_Davalos__1},{http://dbpedia.org/resource/Rock_music|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dominique_Davalos__1},['actor'],True,False,False,,,,,
Dominique Jennings,1965-10-30,1965-01-01T00:00:00+02:00,{Actor|Dominique_Jennings__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dominique_Jennings__1},['actor'],True,False,False,,,,,
Donna Smith (athlete),1965-06-28,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,1999-05-22,,,,
Douglas Henshall,1965-11-19,1965-01-01T00:00:00+02:00,{Actor|Douglas_Henshall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Douglas_Henshall__1},['actor'],True,False,False,,,,,
Robyn Malcolm,1965-03-15,1965-01-01T00:00:00+02:00,{Actor|Robyn_Malcolm__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robyn_Malcolm__1},['actor'],True,False,False,,,,,
Roger Cook (politician),1965-08-20,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Roger Freeman (politician),1965-11-30,,,,['politician'],False,True,False,,,,,
Rolando Vera (athlete),1965-04-27,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Roman Coppola,1965-04-22,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Film producer|Roman_Coppola__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Roman_Coppola__1},['actor'],True,False,False,,,,,
Ronnie Ricketts,1965-05-26,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Ronnie_Ricketts__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Ronnie_Ricketts__1},['actor'],True,False,False,,,,,
Ruby Moreno,1965-09-22,1965-01-01T00:00:00+02:00,{Actor|Ruby_Moreno__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ruby_Moreno__1},['actor'],True,False,False,,,,,
Ruslana Pysanka,1965-11-17,1965-01-01T00:00:00+02:00,{Actor|Ruslana_Pysanka__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ruslana_Pysanka__1},['actor'],True,False,False,,,,,
Russ Bradley,1965-11-17,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|General contractor|Russ_Bradley__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/General_contractor|http://dbpedia.org/resource/Russ_Bradley__1},"['actor', 'athlete']",True,False,True,,,,,
Ryan Smith (Ohio politician),{1965-07-14|1972-07-14},1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Mia Korf,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Mia_Korf__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mia_Korf__1},['actor'],True,False,False,,,,,
Miangul Asfandyar Amir Zeb,{1965-01-01T00:00:00+02:00|1965-05-28},1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,{2007-12-12|2007-12-28},,,,
Michael A. Brown (Washington D.C. politician),1965-03-04,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Michael Brandon (pornographic actor),1965-02-09,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Michael Dolan,1965-06-21,1965-01-01T00:00:00+02:00,{Actor|Film director|Teacher|Michael_Dolan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Teacher|http://dbpedia.org/resource/Michael_Dolan__1},['actor'],True,False,False,,,,,
Michael Galloway (politician),1965-03-03,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Michael Moore (British politician),1965-06-03,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Michael Sharrett,1965-07-18,1965-01-01T00:00:00+02:00,{Actor|Michael_Sharrett__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Sharrett__1},['actor'],True,False,False,,,,,
Michael Wong (actor),1965-04-16,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Michal Suchánek (Czech actor),1965-07-25,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Mick Collins,1965-12-18,1965-01-01T00:00:00+02:00,{Programmer|Actor|Singing},{http://dbpedia.org/resource/Programmer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Mick Foley,1965-06-07,1965-01-01T00:00:00+02:00,{Author|Professional wrestling|Actor|Comedian|Voice acting|Color commentator|Mick_Foley__1|Mick_Foley__2|Mick_Foley__3|Mick_Foley__4|Mick_Foley__5|Mick_Foley__6},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Professional_wrestling|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Color_commentator|http://dbpedia.org/resource/Mick_Foley__1|http://dbpedia.org/resource/Mick_Foley__2|http://dbpedia.org/resource/Mick_Foley__3|http://dbpedia.org/resource/Mick_Foley__4|http://dbpedia.org/resource/Mick_Foley__5|http://dbpedia.org/resource/Mick_Foley__6},['actor'],True,False,False,,,,,
Mike Stewart (politician),1965-01-30,,,,['politician'],False,True,False,,,,,
Milind Soman,1965-11-04,1965-01-01T00:00:00+02:00,{Actor|Model (profession)|Milind_Soman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Milind_Soman__1},['actor'],True,False,False,,,,,
Mirko Petrović (politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Tommy Flanagan (actor),1965-07-03,1965-01-01T00:00:00+02:00,Tommy_Flanagan_(actor)__1,http://dbpedia.org/resource/Tommy_Flanagan_(actor)__1,['actor'],True,False,False,,,,,
Tony Munch,1965-12-04,1965-01-01T00:00:00+02:00,{Actor|Tony_Munch__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tony_Munch__1},['actor'],True,False,False,,,,,
Torfi Ólafsson,1965-04-13,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|Powerlifting|Torfi_%C3%93lafsson__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Powerlifting|http://dbpedia.org/resource/Torfi_%C3%93lafsson__1},['athlete'],False,False,True,,,,,
Toshinori Omi,1965-12-07,1965-01-01T00:00:00+02:00,{Actor|Toshinori_Omi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Toshinori_Omi__1},['actor'],True,False,False,,,,,
Tracy Griffith,1965-10-19,1965-01-01T00:00:00+02:00,{Actor|Tracy_Griffith__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tracy_Griffith__1},['actor'],True,False,False,,,,,
Tracy Letts,1965-07-04,1965-01-01T00:00:00+02:00,{Actor|Playwright|Tracy_Letts__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Tracy_Letts__1},['actor'],True,False,False,,,,,
Tracy Tweed,1965-05-10,1965-01-01T00:00:00+02:00,{Actor|Model (profession)|Tracy_Tweed__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Tracy_Tweed__1},['actor'],True,False,False,,,,,
Trevor Harding (politician),1965-08-20,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Sean Wilson (actor),1965-04-04,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Seema Biswas,1965-01-14,1965-01-01T00:00:00+02:00,{Actor|Seema_Biswas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Seema_Biswas__1},['actor'],True,False,False,,,,,
Sharon Knight (politician),1965-01-27,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Shaun Williamson,1965-11-04,1965-01-01T00:00:00+02:00,{Actor|Presenter|Singing|Shaun_Williamson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Shaun_Williamson__1},"['actor', 'sing']",True,False,False,,,,,
Shawn Christian,1965-12-18,1965-01-01T00:00:00+02:00,{Actor|Shawn_Christian__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shawn_Christian__1},['actor'],True,False,False,,,,,
Sherilyn Fenn,1965-02-01,1965-01-01T00:00:00+02:00,{Actor|Sherilyn_Fenn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sherilyn_Fenn__1},['actor'],True,False,False,,,,,
Shinji Imaoka,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Shinji_Imaoka__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Shinji_Imaoka__1},['actor'],True,False,False,,,,,
Shinshū Fuji,1965-08-01,1965-01-01T00:00:00+02:00,{Actor|Voice acting|Shinsh%C5%AB_Fuji__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Shinsh%C5%AB_Fuji__1},['actor'],True,False,False,,,,,
Shunsuke Sakuya,1965-05-20,1965-01-01T00:00:00+02:00,{Actor|Voice acting|Shunsuke_Sakuya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Shunsuke_Sakuya__1},['actor'],True,False,False,,,,,
Simon Finn (politician),1965-12-05,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Simone Lahbib,1965-02-06,1965-01-01T00:00:00+02:00,{Actor|Simone_Lahbib__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Simone_Lahbib__1},['actor'],True,False,False,,,,,
Simone Thomalla,1965-04-11,1965-01-01T00:00:00+02:00,{Actor|Simone_Thomalla__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Simone_Thomalla__1},['actor'],True,False,False,,,,,
Son Hyun-joo,1965-06-24,1965-01-01T00:00:00+02:00,{Actor|Son_Hyun-joo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Son_Hyun-joo__1},['actor'],True,False,False,,,,,
Srđan Todorović,1965-03-28,1965-01-01T00:00:00+02:00,{Actor|Musician|Sr%C4%91an_Todorovi%C4%87__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Sr%C4%91an_Todorovi%C4%87__1},"['actor', 'musician']",True,False,False,,,,,
Stanisław Grodzicki (politician),1965-08-04,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Stephanie Morgenstern,1965-12-10,1965-01-01T00:00:00+02:00,{Actor|Stephanie_Morgenstern__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stephanie_Morgenstern__1},['actor'],True,False,False,,,,,
Stephen Gregory (actor),1965-02-11,1965-01-01T00:00:00+02:00,{Actor|Stephen_Gregory_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stephen_Gregory_(actor)__1},['actor'],True,False,False,,,,,
Stephen Jones (Australian politician),1965-06-29,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Stephen Manley,{1965-02-13|1965-04-10},1965-01-01T00:00:00+02:00,{Actor|Stephen_Manley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stephen_Manley__1},['actor'],True,False,False,,,,,
Steve Bacic,1965-03-13,1965-01-01T00:00:00+02:00,{Actor|Steve_Bacic__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Steve_Bacic__1},['actor'],True,False,False,,,,,
Steve Coogan,1965-10-14,1965-01-01T00:00:00+02:00,{Television producer|Actor|Writer|Comedian|Steve_Coogan__1},{http://dbpedia.org/resource/Television_producer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Steve_Coogan__1},['actor'],True,False,False,,,,,
Steve Davies (politician),1965-10-26,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Steve Harris (actor),1965-12-03,1965-01-01T00:00:00+02:00,{Actor|Steve_Harris_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Steve_Harris_(actor)__1},['actor'],True,False,False,,,,,
Steve Pulcinella,1965-10-19,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|Powerlifting|Highland games|Steve_Pulcinella__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Powerlifting|http://dbpedia.org/resource/Highland_games|http://dbpedia.org/resource/Steve_Pulcinella__1},['athlete'],False,False,True,,,,,
Steve Shaw (actor),1965-06-03,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,1990-12-05,,,,
Steve Southerland (Florida politician),1965-10-10,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Harbhajan Mann,1965-12-31,1965-01-01T00:00:00+02:00,{Actor|Singing|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Film_producer},"['actor', 'sing']",True,False,False,,,,,
Heather Small,1965-01-20,1965-01-01T00:00:00+02:00,{Actor|Musician|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,,
Kristin Minter,1965-11-22,1965-01-01T00:00:00+02:00,{Actor|Kristin_Minter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kristin_Minter__1},['actor'],True,False,False,,,,,
Kyra Sedgwick,1965-08-19,1965-01-01T00:00:00+02:00,{Actor|Kyra_Sedgwick__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kyra_Sedgwick__1},['actor'],True,False,False,,,,,
László Szilágyi (politician),1965-08-29,,,,['politician'],False,True,False,,,,,
Léa Fazer,1965-04-20,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|L%C3%A9a_Fazer__1|L%C3%A9a_Fazer__2|L%C3%A9a_Fazer__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/L%C3%A9a_Fazer__1|http://dbpedia.org/resource/L%C3%A9a_Fazer__2|http://dbpedia.org/resource/L%C3%A9a_Fazer__3},['actor'],True,False,False,,,,,
Lance Robertson,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Disc jockey|Actor|Musician},{http://dbpedia.org/resource/Disc_jockey|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,False,,,,,
Lari White,1965-05-13,1965-01-01T00:00:00+02:00,{Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Mano (singer),{1965-10-26|--10-26},0026-01-01T00:00:00+02:00,{Actor|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer},"['actor', 'sing']",True,False,False,,,,,
Manoj Joshi (actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Comedian|Manoj_Joshi_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Manoj_Joshi_(actor)__1},['actor'],True,False,False,,,,,
Maricel Soriano,1965-02-25,1965-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing|Television presenter|Maricel_Soriano__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Maricel_Soriano__1},"['actor', 'sing']",True,False,False,,,,,
Marina Zudina,1965-09-03,1965-01-01T00:00:00+02:00,{Actor|Marina_Zudina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marina_Zudina__1},['actor'],True,False,False,,,,,
Mario Frick (politician),1965-05-08,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Mark Benton,1965-11-16,1965-01-01T00:00:00+02:00,{Actor|Mark_Benton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mark_Benton__1},['actor'],True,False,False,,,,,
Mark Davis (pornographic actor),1965-08-06,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Mark Westaby,1965-04-17,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|Farmer|Mark_Westaby__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Farmer|http://dbpedia.org/resource/Mark_Westaby__1},['athlete'],False,False,True,,,,,
Jake Andrews (pornographic actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
James Martin (Maine politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
James Riordan (actor),1965-02-15,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Jan Graveson,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Singing|Jan_Graveson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jan_Graveson__1},"['actor', 'sing']",True,False,False,,,,,
Jane Adams (actress),1965-04-01,1965-01-01T00:00:00+02:00,{Actor|Jane_Adams_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jane_Adams_(actress)__1},['actor'],True,False,False,,,,,
Jason Gedrick,1965-02-07,1965-01-01T00:00:00+02:00,{Actor|Jason_Gedrick__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jason_Gedrick__1},['actor'],True,False,False,,,,,
Javier Moreno (politician),1965-03-12,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Dougray Scott,1965-11-25,1965-01-01T00:00:00+02:00,{Actor|Dougray_Scott__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dougray_Scott__1},['actor'],True,False,False,,,,,
Dragan Jovanović (actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Duane Martin,1965-08-11,1965-01-01T00:00:00+02:00,{Actor|Duane_Martin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Duane_Martin__1},['actor'],True,False,False,,,,,
Joe Dixon (actor),1965-10-10,1965-01-01T00:00:00+02:00,Joe_Dixon_(actor)__1,http://dbpedia.org/resource/Joe_Dixon_(actor)__1,['actor'],True,False,False,,,,,
Joe Onosai,1965-12-10,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|Professional football (gridiron)|Joe_Onosai__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Professional_football_(gridiron)|http://dbpedia.org/resource/Joe_Onosai__1},['athlete'],False,False,True,,,,,
Joe Wiegand,1965-04-15,1965-01-01T00:00:00+02:00,{Politician|Joe_Wiegand__1|Joe_Wiegand__2},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Joe_Wiegand__1|http://dbpedia.org/resource/Joe_Wiegand__2},['politician'],False,True,False,,,,,
John Bolton (actor),1965-12-29,1965-01-01T00:00:00+02:00,John_Bolton_(actor)__1,http://dbpedia.org/resource/John_Bolton_(actor)__1,['actor'],True,False,False,,,,,
John Cherry (Australian politician),1965-05-22,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
John Diehl (politician),1965-08-28,1965-01-01T00:00:00+02:00,Lawyer,http://dbpedia.org/resource/Lawyer,['politician'],False,True,False,,,,,
John Hoffman (politician),1965-01-17,1965-01-01T00:00:00+02:00,{Public relations|Legislator|Marketing},{http://dbpedia.org/resource/Public_relations|http://dbpedia.org/resource/Legislator|http://dbpedia.org/resource/Marketing},['politician'],False,True,False,,,,,
John Leigh (actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Voice acting|John_Leigh_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/John_Leigh_(actor)__1},['actor'],True,False,False,,,,,
Julie Anne Haddock,1965-04-03,1965-01-01T00:00:00+02:00,{Actor|Julie_Anne_Haddock__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Julie_Anne_Haddock__1},['actor'],True,False,False,,,,,
Julie E. Cram,1965-01-23,1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Juliet Aubrey,{1965-12-17|1969-12-17},{1965-01-01T00:00:00+02:00|1969-01-01T00:00:00+02:00},{Actor|Juliet_Aubrey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Juliet_Aubrey__1},['actor'],True,False,False,,,,,
Kadeem Hardison,1965-07-24,1965-01-01T00:00:00+02:00,{Actor|Kadeem_Hardison__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kadeem_Hardison__1},['actor'],True,False,False,,,,,
Kalpana (Malayalam actress),{1965-06-05|1969-06-05},{1965-01-01T00:00:00+02:00|1969-01-01T00:00:00+02:00},{Actor|Kalpana_(Malayalam_actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kalpana_(Malayalam_actress)__1},['actor'],True,False,False,,,,,
Kanji Tsuda,1965-08-27,1965-01-01T00:00:00+02:00,{Actor|Kanji_Tsuda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kanji_Tsuda__1},['actor'],True,False,False,,,,,
Arthur Yap (politician),1965-11-10,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ashiesh Roy,1965-05-18,1965-01-01T00:00:00+02:00,{Actor|Voice acting|Ashiesh_Roy__1|Ashiesh_Roy__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Ashiesh_Roy__1|http://dbpedia.org/resource/Ashiesh_Roy__2},['actor'],True,False,False,,,,,
Ashutosh (politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Aam Aadmi Party|Ashutosh_(politician)__1},{http://dbpedia.org/resource/Aam_Aadmi_Party|http://dbpedia.org/resource/Ashutosh_(politician)__1},['politician'],False,True,False,,,,,
Attachai Anantameak,1965-04-22,1965-01-01T00:00:00+02:00,{Dissident|Actor|Attachai_Anantameak__1},{http://dbpedia.org/resource/Dissident|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Attachai_Anantameak__1},['actor'],True,False,False,,,,,
Atul Kulkarni,1965-09-10,1965-01-01T00:00:00+02:00,{Actor|Atul_Kulkarni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Atul_Kulkarni__1},['actor'],True,False,False,,,,,
Azela Robinson,1965-08-26,1965-01-01T00:00:00+02:00,{Actor|Azela_Robinson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Azela_Robinson__1},['actor'],True,False,False,,,,,
Bang Eun-jin,1965-08-05,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Bang_Eun-jin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Bang_Eun-jin__1},['actor'],True,False,False,,,,,
Bekir Bozdağ,1965-04-01,1965-01-01T00:00:00+02:00,{Lawyer|Theology|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Theology|http://dbpedia.org/resource/Politician},['politician'],False,True,False,,,,,
Belén Rueda,1965-03-16,1965-01-01T00:00:00+02:00,{Actor|Bel%C3%A9n_Rueda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bel%C3%A9n_Rueda__1},['actor'],True,False,False,,,,,
Angela Featherstone,1965-04-03,1965-01-01T00:00:00+02:00,{Actor|Angela_Featherstone__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angela_Featherstone__1},['actor'],True,False,False,,,,,
Anna Chancellor,1965-04-27,1965-01-01T00:00:00+02:00,{Actor|Anna_Chancellor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Chancellor__1},['actor'],True,False,False,,,,,
Anna Nakagawa,1965-08-30,1965-01-01T00:00:00+02:00,{Actor|Anna_Nakagawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Nakagawa__1},['actor'],True,False,False,,,,,
Annabelle (singer),1965-06-26,1965-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Anne Tingelstad Wøien,1965-06-18,1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Anthony DeSando,1965-12-04,1965-01-01T00:00:00+02:00,{Actor|Anthony_DeSando__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anthony_DeSando__1},['actor'],True,False,False,,,,,
